Company,Title,Category,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications
Google,"Technical Solutions Consultant, Android TV, Android Partner Engineering",Technical Solutions,"London, United Kingdom","Perform implementation reviews, advocate new product features, and ensure the prompt and proper resolution of technical challenges.
Improve product feature offerings by providing partner feedback to internal cross-functional teams including Product Management and Engineering.
Guarantee the technical aspects of a partner’s integration (both new and ongoing) by providing necessary documentation and technical guidance.
Identify, drive, and optimize the business flow from new business opportunities by leveraging Google technologies.","BA/BS degree or equivalent practical experience.
Experience in managing strategic partnerships or client relationships.
Experience in an object-oriented programming language (e.g. Java, C++ or Python).","Android application or platform development experience.
Experience with TV and video technologies, such as TV/Set-top box software stacks, media services and content protection.
Experience in the mobile/CE/embedded space and knowledge of internet technologies.
Experience working with low level or embedded systems. Experience with Linux kernel, device driver APIs, and chipsets.
Demonstrated creative problem-solving approach and strong analytical skills, combined with a strong sense of ownership, and a proactive attitude.
Excellent communication and project management skills, with a track record of handling multiple customers and streams of work."
Google,"Technical Program Manager, Fiber Network Data",Program Management,"Sunnyvale, CA, United States","Ensure that Google’s global network infrastructure data is always accurate and up to date
Work with other teams to extend Google's existing network infrastructure data tools, methods, standards and processes in support of business efficiency and automation programs
Manage operational and tactical data projects and programs (This includes assisting other teams with data management and translation, working with contractors on data entry management, developing ETL procedures and workflows)
Work closely with Technical/Product/Project leadership and align product and cross organizational projects priorities and schedules.
Design and implement build and operational processes that increase operational effectiveness and identify and drive their automation","3 years of experience with program management specifically in driving data management solutions.
Experience with GeoSpatial software such as MapInfo or ArcInfo, and purpose-built network infrastructure data applications.
Experience with data modeling, SQL scripting and queries, reporting and publishing.","Excellent organizational skills and project management capabilities – able to manage project plans, timelines, scope, goals effectively.
Able to work independently with minimal guidance and flexible to be able to take on a wide variety of projects.
Exercise independent judgment and develop recommendations that translate into a course of action.
Excellent written and oral communication skills."
Google,"Technical Program Manager, Network Business Operations",Program Management,"Sunnyvale, CA, United States","Own a full cycle of analytics responsibilities, including designing, developing, productionizing, and maintaining key performance indicators to monitor and improve the health of the Network Operations business ecosystem
Collaborate with cross-functional partners to understand their business needs, formulate and complete end-to-end analysis translating between operational and business metrics
Provide actionable business insights and recommendations via regular business metrics review
Lead cross-organizational communication with teams to get and maintain buy-in
Deliver effective presentations of findings and recommendations to multiple levels of leadership, creating visual displays of quantitative information. Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for analytical needs.","Bachelor's degree in a technical, analytical or engineering field or equivalent practical experience.
5 years of relevant work experience.
Experience in building databases, tools, and repeatable statistical analyses.
Program management experience.","Product management experience in a network service provider or a network equipment manufacturer environment, focused on managing changes in the portfolio.
Domain knowledge in supply chain or related areas.
Strong business acumen and the ability to successfully navigate and influence strong personalities within a complex business environment.
Ability to handle multiple, simultaneous projects under deadline pressure."
Google,"Partner Engineer, Google Assistant, Google Technical Services",Technical Solutions,"Tokyo, Japan","Cultivate an in-depth understanding of the Assistant partner/OEM use-cases, and distil these insights into product requirements and implementations.
Define experiences that realize associated requirements, and build the necessary functionality on Assistant working with key Google platforms and partner devices.
Deliver a complete platform to partners, helping them build their products on platform and planning for support and sustainability.
Identify opportunities to improve the scaled Assistant solution to more device categories.
Work with Assistant Engineering sub-teams to develop and implement new features.","3 years of experience with device hardware or OS/embedded software development.
2 years of experience coding in C or C++.
Experience with Wi-Fi, Bluetooth, Networking protocols, embedded Linux and device drivers.
Ability to speak and write in English and Japanese fluently and idiomatically.","Experience with Hardware Peripherals (e.g. HDMI, USB, SDIO, NAND, etc).
Proficient in developing software for embedded systems.
Demonstrated partner engagement skills with the ability to effectively influence and lead cross functional stakeholders.
Ability to travel as required."
Google,"G Suite Strategic Cloud Engineer, Google Professional Services",Technical Solutions,"Seattle, WA, United States","Become a trusted technical advisor to customers and overcome complex implementation challenges.
Create and deliver best practice recommendations, tutorials, blog articles, sample code, and technical presentations adapting to different levels of key business and technical stakeholders.
Travel up to 30% of the time in-region for meetings, technical reviews and onsite delivery activities.","BA/BS degree in Computer Science, Mathematics or related technical field, or equivalent practical experience.
Experience writing scripts in one or more languages such as Python, Go and/or similar.
Experience working with technical customers.","Experience with hosted services and/or multi-tenant cloud infrastructures.
Experience with email administration, routing and hygiene with industry standard products.
Understanding of common enterprise directory administration systems such as Active Directory, OpenLDAP, and/or Domino Directory.
Understanding networking fundamentals and common enterprise networking architectures.
Familiarity with IT security practices such as identity and access management, device management and data protection.
Effective customer-facing communication and presentation skills."
Google,"Communications and Programs Manager, Google Technical Services",Marketing & Communications,"Hyderabad, India","Develop, write, and edit communications for executives, including emails, presentations, and videos. Work with and advise leadership on the right forum, timing, and content to ensure employees are enlightened, excited and empowered to meet business goals.
Design and execute uplifting, enlightening events that transform teams and bring their work and impact to life. Identify forums within Google to promote the work done by the Global Campaign Operations team members.
Manage internal communication strategic plans and initiatives, from beginning to end. Interact with and influence executives, and provide advice that reflects an understanding of their business and leadership style.
Work closely with the India PR team to position Google Technical Services in relevant forums, stories and events as a place to work that attracts the future ready talent.
Understand strategic initiatives and key programs being run within Global Campaign Operations team and get actively involved in running and shaping a select set. Understand operations and metrics to integrate the same in business communications.","BA/BS degree or equivalent practical experience.
8 years of experience in a content development role.
Experience in managing programs at scale.","2 years of experience in a corporate communications environment.
Demonstrate ability to operate and maintain good judgment in fast-paced, dynamic environments.
Effective writing and communication skills.
Effective team player who can lead efforts across disciplines."
Google,"Android Partner Engineer, Technical Solutions Consultant",Technical Solutions,"Tokyo, Japan","Perform implementation reviews, advocate for new product features, and ensure the prompt and proper resolution of technical challenges.
Improve product feature offerings by providing partner feedback to internal cross-functional teams including Product Management and Engineering.
Guarantee the technical aspects of a partner’s integration (both new and ongoing) by providing necessary documentation and technical guidance.
Identify, drive, and optimize the business growth of new opportunities by leveraging Google technologies.","BA/BS degree or equivalent practical experience.
5 years of experience in the mobile and consumer electronics space.
Experience working with Unix/Linux especially for low level software.
Business level communication in Japanese and English.","Experience with Android, with knowledge of internet technologies.
Experience working with scripting languages particularly C/C++ or Java.
Ability to work well in a cross-functional team environment or independently.
Demonstrated creative problem-solving approach, with analytical skills, combined with a sense of ownership, and a proactive can-do attitude.
Effective communication and project management skills, with a track record of handling multiple customers and streams of work."
Google,"Community Enablement Manager, Global Partner, Google Cloud",Program Management,"Seattle, WA, United States","Build consistent offerings to energize the market and ecosystem to partner with Google.
Design a compelling partner experience and management model for ensuring our partners are provided an effective partner experience invested in their growth with GCP.
Oversee on-line communities, Partner Advisory Councils and focus groups.","BA/BS degree in Computer Science or Software Engineering, or equivalent practical experience.
10 years of experience in partner programs working at a software or cloud company.
Experience building communities and partner management models.","MBA or Master's degree.
Experience with Partner Advisory Councils and Partner Focus Groups worldwide.
Experience with transition channel models to include cloud, SaaS, Services and Advisory Programs.
Ability to manage numerous infrastructure projects simultaneously and drive them to successful completion, with a wide range of stakeholders and timelines."
Google,"Program Manager, Maps Support, Google Cloud",Program Management,"Sunnyvale, CA, United States","Develop detailed program objectives and requirements, in close collaboration with Support Leads to ensure program success.
Drive an analysis with cross-functional peers to come up with designs (across process, tooling, product changes). Provide user stories across critical journeys.
Manage project schedules, identify possible issues and clearly communicate them to project stakeholders.
Lead the execution of changes in documentation, reporting (SQL analysis) and tool development.
Define success metrics for programs, measure progress and course-correct as needed.","BA/BS degree in Computer Science, Engineering, Mathematics, Statistics or related fields or equivalent practical experience.
5 years of industry experience with technical subjects and emerging technologies in cloud computing or related technical fields.
2 years of experience as a Project and/or Program manager.","Experience with technical program management outcomes from idea to launching programs in multiple contexts.
Ability to make light code changes or configuration changes to adjust the behavior of production systems.
Ability to comfortably discuss technical matters with business people and business matters with technical people.
Ability to craft compelling messages and tailor it for a given audience. Ability to mix deep technical expertise with simple, everyday language to deliver a story that is memorable and useful.
Effective software development, deployment and testing skills."
Google,"Technical Account Manager, Google Technical Services (Mandarin or Cantonese)",Technical Solutions,"Beijing, China","Help partners in their day-to-day challenges by delivering innovative and scalable solutions to their problems, troubleshooting their issues and performing implementation reviews. Advocate new product features and ensure the prompt and proper resolution of technical challenges.
Assist clients in the adoption of new products via upgrades and migrations to develop their long term success and improve product offerings by providing client feedback on features to Product Management and Engineering.
Guarantee the technical aspects of client integrations (both new and ongoing) by providing necessary documentation and technical guidance.
Present in front of small or mid-sized groups of internal stakeholders and customers.
Analyze and optimize the development of existing clients to ensure their success with the Google suite of products for partners.","BA/BS degree in Computer Science or a related technical field or equivalent practical experience.
Experience with coding in languages such as Python or Java. Experience with SQL.
Experience in web technologies, such as XML, HTML and HTML5, JavaScript, Flash.
Ability to speak and write in English, and Mandarin or Cantonese, fluently and idiomatically.","Collaboration skills, with the ability to work across geographically dispersed functions.
Effective project management and analytical skills and attention to detail.
Excellent data-driven decision-making skills.
Excellent written and oral business communication and presentation skills."
Google,"Partner Sales Engineer, Google Cloud",Technical Solutions,"Milano, Italy","Work with Partner Managers to identify and recruit partners in the market that can deliver innovative solutions to our customers, built on top of Google Cloud (Google Cloud Platform and G Suite).
Develop our partners’ technical teams with both sales and technical competencies, so that they can be successful in the market.
Keep partners up-to-date with product and technical knowledge and market differentiators.
Work with partner technical representatives in opportunities and projects, complementing their skill and guaranteeing high quality customer deliverables. Advise on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing “best practice” advice to customers and partners to optimize Google Cloud effectiveness.
Act as a technical advocate within Google for our partners in order to help provide feedback from the field, as well as to present on their behalf.","Bachelor's degree in Computer Science or a related technical field or equivalent practical experience.
Experience serving in the capacity of a technical sales engineer in a cloud computing environment, or equivalent experience in a customer and/or partner-facing role (including working as a member of a professional services, solutions architect or systems engineering team).
Ability to speak and write in English and a local language (German, Arabic, Italian, Polish, Romanian) fluently and idiomatically.
Ability to travel up to 40% of the time as required to visit partners across a defined geographic territory.","Experience in, and understanding of, data and information management, especially as it relates to big data trends and issues within businesses. Experience using and/or managing databases.
Experience working with Linux. Experience with software lifecycle and build tools as well as experience architecting and developing software for scalable, distributed systems.
Experience architecting and developing solutions for scalable, distributed systems.
Knowledge of enterprise networking and identity management systems. Knowledge of Big Data, PaaS, SaaS, IaaS, public cloud, and related industry and technical concepts, as well as working knowledge of web application development platforms and related technologies.
Ability to craft a compelling message and tailor it for a given audience. Ability to mix deep technical expertise with simple, everyday language to deliver a story that is memorable and useful.
Ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the Cloud technology space."
Google,"Program Manager/Producer, Global Hardware Marketing",Marketing & Communications,"Mountain View, CA, United States","Partner with Marketing and Product stakeholders to ensure clear and compelling briefs are in place to guide strategic and creative output. Project manage/lead projects and efforts across multiple stakeholders including senior stakeholders. Manage project priorities, workload distribution and project resources.
Define, evaluate and improve processes. Educate stakeholders and agencies on process and guidelines for projects.
Provide frequent project feedback and updates as projects develop (includes flagging issues and helping to identify possible solutions).
Manage and forecast program budgets, as needed. Define briefs, scope, deliverables, resource allocation, as needed.
Add technical value directly to projects (as skills are developed) and support the team to move projects forward.","Bachelor's degree or equivalent practical experience.
8 years of relevant production/program management experience at a creative agency or in-house, working in a marketing campaign capacity.","Solid project management experience, ability to define projects, execute within timelines, with multiple stakeholders and proven ability to deliver projects on time and to budget.
Experience working with partners and stakeholders at various levels with the ability to effectively influence and communicate cross-functionally with all levels of management.
Experience managing budgets, purchase orders and drafting legal documents (SOWs, etc.). Experience working with agencies and vendors.
Exceptional verbal and written communication skills. Ability to build and maintain constructive working and communications relationships with a diverse community of technical and non-technical audiences.
Strong analytical, problem-solving, negotiation and organizational skills."
Google,"Technical Solutions Consultant Manager, Android Automotive Partner Engineering",Technical Solutions,"München, Germany","Provide leadership and management of a team of Android Automotive Technical Solutions Consultants.
Own technical relationships with key Automotive industry counterparts, evangelising on behalf of the Android ecosystem. Shape regional partnership operations.
Provide strategic input to Engineering and Product Management for Android platform and Google Services development.
Provide technical expertise on Android OS integration in emerging system architectures. Guide partners on maintaining Android API compatibility and platform updatability.
Develop tools and processes to streamline partner engagements and guarantee high product quality.","BA/BS degree or equivalent practical experience.
Experience in an object-oriented programming language (e.g., Java, C++ or Python).
Management or team leadership experience.
Experience with system architecture or device bring-up of Android or other Linux-based platforms.","Experience in managing strategic partnerships or client relationships.
Experience working with automotive infotainment systems.
Knowledge of Internet technologies such as TCP/IP, HTTP, RESTful APIs.
Demonstrated creative problem-solving approach and strong analytical skills, combined with a strong sense of ownership and a proactive can-do attitude.
Excellent communication and project management skills, with a track record of handling multiple complex streams of work."
Google,"Manager, Measurement & Attribution Specialists, Google Technical Professional Services",Technical Solutions,"New York, NY, United States","Manage a high-performing team of trusted advisors to deliver consultative technical services to Google’s largest advertisers.
Develop and execute consulting strategies that deliver quality and efficiency at scale.
Create a culture of collaboration, communication and inclusiveness.
Work with Sales, Product Management and Engineering to bring new products to market and ensure strategic alignment with customer needs.
Surface metrics and insights that drive our processes and demonstrate credible impact of our work. Automate complex workflows and processes to drive greater quality and efficiency.","Bachelor's degree or equivalent practical experience.
Project management, analytical, communication and relationship experience.
Experience working in cross-functional teams and influencing across levels.
Experience with web analytics and ad measurement/attribution, and a basic understanding of client-side web technologies (i.e. HTML, CSS, JavaScript)","MBA degree.
8 years of experience in the online advertising industry.
Strong analytical background and the ability to form compelling data-driven proposals
Demonstrated success motivating teams and the ability to operate in a fast-paced environment
High proficiency for consulting services."
Google,"Program Manager, Geo Merchant",Program Management,"London, United Kingdom","Guide projects from requirements through launch, including managing complex project schedules.
Solve any potential challenges and keep processes running smoothly.
Manage communication of progress/status within the core team and with our partners.","BA/BS degree or equivalent practical experience.
Experience with project management.","Experience collaborating with distributed teams.
Ability to work independently and on multiple initiatives at the same time.
Ability to effectively influence and communicate cross-functionally with all levels of management.
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Strong analytical and quantitative skills.
Excellent verbal and written communication skills."
Google,"Product Operations and Strategy Lead, Engineering",Program Management,"San Bruno, CA, United States","Gather and analyze large amounts of information expeditiously, developing compelling, insightful recommendations.
Build consensus among cross-functional teams and influence decision making within senior-level audiences; lead execution against recommendations quickly and with accuracy.
Create operational processes and practices that drive efficiencies for the leader, leadership team and organization.
Enable and foster a culture of high organizational performance through internal and cross-group initiatives and leading cross-team projects to optimize organizational performance.
Partner at an executive level to shape and define management operational priorities and execution plans.","BA/BS degree or equivalent practical experience.
8 years of experience in Management Consulting, Corporate Development, Product Management, Engineering, Operations or Finance/Investment Banking/Venture Capital.","MBA or graduate degree in a management, technical or engineering field.
Experience leading complex operational and strategic initiatives across various geographies.
Ability to present to and communicate with executives.
Distinctive problem solving and analysis skills, combined with impeccable business judgment."
Google,"Sales Engineer, Google Cloud Platform",Technical Solutions,"Istanbul, Turkey","Work with the team to identify and qualify business opportunities, identify key customer technical objections and develop the strategy to resolve technical impediments to transactions. Travel to customer sites and conferences as required.
Take responsibility for technical aspects of solutions to include such activities as supporting bid responses, product and solution briefings, proof-of-concept work and the coordination of supporting technical resources.
Work hands-on with Google Cloud Platform products to demonstrate and prototype integrations in customer/partner environments.
Present, demonstrate and run workshops using G Suite, Chrome and mobility devices to highlight their business value and organizational impact.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform and G Suite value proposition using techniques to include whiteboard and slide presentations, product demonstrations, white papers, trial management and RFI/RFP response documents.","BA/BS degree in Computer Science or equivalent practical experience.
Experience as a Technical Sales Engineer in a cloud computing environment or equivalent experience in a customer-facing role and as a member of a professional services or systems engineering team.","Master's degree in Computer Science or other technical field.
Experience with Big Data, PaaS, and IaaS technologies.
Experience of architecting and developing software or infrastructure for scalable, distributed systems.
Experience in and understanding of data and information management - relating to Big Data trends and issues within businesses.
Ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the cloud/IT Technology space.
Effective presentation skills, with the ability to deliver a technical pitch."
Google,"Technical Solutions Engineering Manager, Firebase, Google Cloud",Technical Solutions,"Waterloo, ON, Canada","Lead a team of Technical Solutions Engineers who deliver technical support across all Firebase products for Google Cloud customers.
Ensure high-quality customer service and ongoing technical skill development.
Partner with Firebase Product Management, Engineering, and the Developer Product teams to translate customer needs into a better overall product; recognize trends in customer feedback and escalate issues within Google.
Partner with Software Engineering and Site Reliability Engineering teams to manage production incidents in real time, with emphasis on timely and through issue identification and customer communication.
Resolve high-profile escalations and issues, improve the customer experience and drive initiatives that increase their likelihood of success on our platform.","BA/BS degree in Computer Science or a related technical field, or equivalent practical experience.
8 years of experience building a technical, customer-facing team.
2 years experience in mobile app development on Android and/or iOS.","Experience in mobile app development in a corporate environment.
Experience with Java for Android, and Objective-C for iOS, HTML and JavaScript.
Experience implementing, troubleshooting and supporting internet-based applications, web servers, data storage, commerce engines, and Linux/Unix operating systems.
Demonstrated ability to operate in a customer focused environment and advocate for customers across a cross-functional organization.
Excellent judgment, strategic thinking, and creative problem-solving skills, with effective communication skills and executive presence."
Google,"Technical Enablement Manager, Global Partner, Google Cloud",Program Management,"New York, NY, United States","Design a compelling portfolio of technical trainings, tools, resources, incentives, product roadmaps and white space analysis for partners.
Build a model to ensure our partners are provided the guidance and expertise to be incredibly knowledgeable with GCP.
Build consistent offerings to energize the market and ecosystem to partner with Google.","BA/BS degree in Computer Science or Software Engineering, or equivalent practical experience.
10 years of experience in partner programs working at a software or cloud company.
Experience building programmatic technical tools, trainings and resources.","MBA or Master's degree.
Experience with transition channel models to include cloud, SaaS, Services and Advisory Programs.
Ability to manage numerous infrastructure projects simultaneously and drive them to successful completion, with a wide range of stakeholders and timelines."
Google,"Customer Engineer, Google Cloud Platform (Portuguese and English)",Technical Solutions,"São Paulo, Brazil","Use your technical expertise to help a client determine if Google Cloud Platform is right for them.
Work with the Sales team to identify and qualify Platform opportunities through a formal business process. Conduct full technical discovery, identifying pain points, business and technical requirements, “as is” and “to be” scenarios and architect client solutions to meet gathered requirements.
Take full responsibility for the technical aspects of the business cycle including introductory meetings, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of additional supporting technical resources. Identify and handle key customer technical objections, prescriptively guiding them to success.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform value proposition and unique differentiators, using whiteboarding, slide presentations, product demonstrations, white papers, trial management and RFI response documents.
Work hands-on with Google's Cloud Platform products to demonstrate and prototype integrations in customer/partner environments. Make recommendations on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution, providing “best practice” advice to customers to optimize Google Cloud Platform effectiveness.","Bachelor's degree in Computer Science or a related technical field, or equivalent practical experience.
5 years of experience serving in the capacity of a technical sales engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
Ability to speak and write in Portuguese and English fluently and idiomatically.","Master's degree in Computer Science or other technical field with experience with Big Data, PaaS, and IaaS technologies.
Experience in and understanding of data and information management - especially as it relates to Big Data trends and issues within businesses; hands-on experience using and/or managing databases. Know your way around Map Reduce, Hadoop, Spark, Flume, Hive, Impala, SparkSQL, BigQuery.
Experience architecting and developing software for scalable, distributed systems.
Working knowledge of Linux, Web 2.0 development platforms, solutions, and related technologies (HTTP, Basic/NTLM,sessions, XML/XSLT/XHTML/HTML), understanding of DNS, TCP, Firewalls, Proxy Servers, DMZ, Load Balancing, VPN, VPC).
Web application development and integration. Software development platforms and solutions to include J2EE, Java servlets, JavaScript, Python, GO, PHP, ASP, CGI, AJAX.
Ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the Cloud/IT Technology space."
Google,"Product Specialist, Hardware",Program Management,"Mountain View, CA, United States","Represent the voice of the customer to internal stakeholders.
Partner with product and engineering teams. Resolve issues with data and monitor key metrics.
Drive performance and health of the product by resolving user issues. Deliver holistic reports on trends and flag top (and recurring) product issues.
Work cross-functionally with Product Management, Engineering, Vendor Operations, Marketing, and Legal teams.
Coordinate team workflows around troubleshooting customer issues, and prepare for upcoming launches, including user-facing documentation and content. Scale our support model by identifying and driving implementation of automated solutions.","Bachelor's degree or equivalent practical experience.
Must be able to start in Q1 2018.","Experience interacting with product or engineering teams in program/product management, consulting, and customer support.
Experience analyzing large data sets and summarizing trends.
An affinity for technology
Attention to detail with the ability to effectively multi-task and work independently.
Excellent judgment in navigating (and resolving) sensitive situations.
Excellent communication skills (written and verbal)"
Google,"Program Manager, Product Data Management",Program Management,"Sunnyvale, CA, United States","Support the creation of and processing of Bills of Materials, Engineering Change Orders, Manufacturer Change Orders, Deviations and all other Configuration Management activities supporting NPI and sustaining efforts.
Manage planning processes related to PDM systems and business process. Drive alignment of Planning Items with physical/manufacturing BOMs wherever possible; develop and implement change control and communication process.
Integrate with TLA change notification. Drive standardization and documentation of planning item nomenclature. Formalize how planning items should be created, used and maintained throughout all stages of the product lifecycle.
Train on Planning Item Management Process. Manage Planning Item Validation tools and processes for bugs/feature requests.","BA/BS degree or equivalent practical experience.
5 years of industry experience in one or more of the following fields: Product Data Management, New Product Introduction (NPI), Manufacturing Operations, Development and/or Operations Engineering.
2 years of experience in supply planning for manufacturing/field deployment environments.
Experience managing the scoping and delivery of PDM system implementation and/or managing PDM software upgrades from the business perspective working with IT.","6 years of experience in strategic development and implementation of BOM product structures in large scale ERP systems for engineering, planning, procurement, manufacturing and logistics.
5 years of experience with Product Data Management software.
Experience working on hardware products; defining Bill of Materials structures.
Effective computer application skills and excellent attention to detail; quick learner with creative problem-solving and analytical skills.
Ability to think strategically, balancing a broad range of internal and external factors when identifying problems, proposing solutions and making decisions.
Excellent communication and project management skills."
Google,"Customer Solutions Engineer, Google Technical Services Ads",Technical Solutions,"Gurugram, India","Work closely with our sales team. Identify, develop, and optimize the new business opportunities, and develop warm client relationships by leveraging Google products and technologies.
Develop cutting-edge solutions as the technical lead and provide consulting services to our partners; build lasting relationships and be sensitive to clients’ needs.
Propose, design, create and present prototypes, demos and proofs-of-concept to a wide variety of audiences, from engineers to marketing professionals.
Develop deep relationships with our customers by delivering deep technical value to their online, digital initiatives.
Travel as required to meet with specific partners and clients in the region.","BA/BS degree in Computer Science or a related technical subject, or equivalent practical experience.
Experience with web technologies such as HTML, CSS, JavaScript, and HTTP. Experience with database querying and optimization.
Experience in one or more programming languages, including Java, C++, Python.
Experience working with and managing external partners/customers.","MBA degree or Master’s degree in Computer Science or related field.
2 years of experience in the online advertising industry.
Customer facing experience in sales, sales engineering, consulting or related function.
Proven ability to adapt your message to the technical level of the audience and comfort presenting technical materials to groups of any size and background.
Excellent project management skills and attention to detail."
Google,"Technical Solutions Consultant, Google Technical Services",Technical Solutions,"Zürich, Switzerland","Perform implementation reviews, advocate new product features, and ensure the prompt and proper resolution of technical challenges.
Guarantee the technical aspects of a partner’s integration (both new and ongoing) by providing necessary documentation and technical guidance.
Improve product feature offerings by providing partner feedback to internal cross-functional teams including Product Management and Engineering.
Understand operational workflows, identify and define tool needs to enable operational scaling.
Develop technical tools and documentation to expedite client implementation, and improve operational scaling and product serviceability with Engineering.","BA/BS degree in Computer Science or a related technical subject, or equivalent practical experience.
Experience with web technologies such as HTML, CSS, JavaScript, and HTTP.
Experience in one or more programming languages, including Java, C++, Python.
Experience working with and managing external partners/customers.","Familiarity with SQL/MySQL and Unix/Linux operating systems/commands.
Demonstrated ability to adapt your message to the technical level of the audience and comfort presenting technical materials to groups of any size and background.
Excellent project management skills and attention to detail.
Excellent problem solving, analytical and troubleshooting skills.
Fluency in English and at least one other major European language (German or French)."
Google,"Training Partners Business Manager, Americas, Google Cloud",Program Management,"Mountain View, CA, United States","Manage the Instructor Led Training partner business across the Americas to ensure that our training is achieving business objectives as would be expected given size of market; this includes identifying, recruiting, onboarding and managing local training partners.
Work with partners to create training business plans and manage their performance against those plans and against standard training partner metrics. Work with the local marketing team to drive training demand for our partners.
Be responsible for local roll out of any global initiatives or launches in particular partner focused campaigns; for example, ensure local training partners are aware of new courses, train the trainer sessions, etc.
Work with relevant Google Cloud field teams to ensure they are effectively using Instructor Led Training with their customers and facilitate cross-collaboration between our training partners and those teams.
Identify opportunities for, and support the development of, cross-collaboration between our training partners and other Google Cloud partners.","5 years of experience in a training business and/or as a channel manager.
Experience with business development and experience in identifying, recruiting and managing partners and delivering go-to-market strategies.
Willingness to travel across the Americas (North America and Latin America).","Solid technical understanding of cloud technologies i.e. need to be able to effectively work with partners and sales trainers on technical training delivery plans.
Solid understanding of training/education businesses and supporting partner ecosystems.
Superb business acumen with evidence of strong business planning and a business growth and data based approach to partner management and business strategy.
Has taken global business goals and initiatives and successfully implemented across the Americas. Solid negotiation skills as evident through previous partner agreements or similar negotiations.
Strong interpersonal skills and comfort working in and through a cross-functional organization. Comfort with working in a fast growing, dynamic and sometimes ambiguous environment.
Strong working knowledge of Spanish and/or Portuguese."
Google,"Sales Engineering Manager, Google Cloud",Technical Solutions,"Sydney, Australia","Hire, coach and drive a high performance team to deliver against assigned goals while prioritizing an outstanding customer experience to customers and prospects.
Create development plan for organization to ensure team members successfully ramp up, deliver and land in a beneficial place for their careers and Google.
Work with the team to find new technical solutions to deliver while seeking ways to automate existing services.
Take responsibility for managing workload distribution balancing the developmental needs of individuals with the collective requirements of constituent businesses.
Prepare and deliver analysis of business trends, draw conclusions based on data, make strategic directional recommendations and conduct pilots to test hypotheses.","BS degree in Computer Science or equivalent practical experience.
9 years of experience serving in the capacity of a technical sales engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
Experience working in a service delivery or scaled delivery capacity.
Technical experience with technology and the cloud computing market.","Master's degree in Computer Science and/or a MBA.
People management experience, managing a team and attracting and growing talent.
Understanding of solution architecture within web and mobile environments and technical experience of web/internet related technologies, architecture across SAAS, PAAS and IAAS and competitive cloud productivity suites. Passion for Google Cloud products (G Suite, Google Cloud Platform). Ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.
Ability to effectively present to both technical and non-technical audiences, engaging C-Level in business and technology transformation and ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the Cloud/IT Technology space.
Proven ability to inspire and grow teams to their full potential particularly in sales environment able to influence cross-functional teams to achieve common business objectives.
Goal oriented, self-motivated individual who is confident, thorough, and tenacious. Analytical, detail-oriented and able to “zoom” in/out from the big picture to the minutiae. Demonstrated organizational and project management capabilities."
Google,"Operations Lead, Global Support, Measurement and Attribution",Technical Solutions,"Manila, Philippines","Manage site operations for the troubleshooting teams and be responsible for delivery of program KPIs.
Manage all access, seating, equipment and logistics issues for the program onsite.
Partner with other teams in Google Technical Services, closely analyzing processes that span vendor and Google teams to identify opportunities to streamline, thereby improving quality/speed of issue resolution.
Collaborate with quality, vendor processes and other teams, helping teams to improve processes, mitigate errors, ensure efficiency and maintain continuous improvement.","BA/BS degree or equivalent practical experience.
8 years of experience working in a customer support, service delivery or operations environment.
Experience working with global managed service providers in client facing sales or customer service roles.","Operations Six Sigma certification.
Experience developing contractual agreements with third parties."
